"Town","FIPS","County","County FIPS","Council Of Government","Year","Month","Type","Value","Companies with Address Change"
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"LP (Non-CT)",0,NA
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Nonstock Corporation (CT)",1,0
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Nonstock Corporation (Non-CT)",0,NA
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Other",0,NA
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Statutory Trust (CT)",0,NA
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Statutory Trust (Non-CT)",0,NA
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Stock Corporation (CT)",1,0
"Bloomfield","0900305910","Hartford County","09003","Capitol",2017,12,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"All Business Entities",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"LLC (CT)",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,1,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"All Business Entities",3,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"LLC (CT)",3,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,2,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"All Business Entities",7,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"LLC (CT)",7,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,3,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"All Business Entities",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"LLC (CT)",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,4,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"All Business Entities",8,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"LLC (CT)",7,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Nonstock Corporation (CT)",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,5,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"All Business Entities",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"LLC (CT)",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,6,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"All Business Entities",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"LLC (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,7,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"All Business Entities",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"LLC (CT)",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,8,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"All Business Entities",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"LLC (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,9,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"All Business Entities",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"LLC (CT)",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,10,"Stock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"All Business Entities",2,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"LLC (CT)",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,11,"Stock Corporation (Non-CT)",1,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"All Business Entities",3,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Benefit Corp.",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"General Partnership",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"LLC (CT)",3,0
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"LLC (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"LLP (CT)",NA,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"LP (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"LP (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Nonstock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Nonstock Corporation (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Other",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Statutory Trust (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Statutory Trust (Non-CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Stock Corporation (CT)",0,NA
"Bolton","0901306260","Tolland County","09013","Capitol",2017,12,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"All Business Entities",3,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"General Partnership",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"LLC (CT)",3,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,1,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"All Business Entities",3,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"General Partnership",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"LLC (CT)",3,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,2,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"All Business Entities",2,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"General Partnership",1,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"LLC (CT)",1,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,3,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"All Business Entities",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"General Partnership",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"LLC (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,4,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"All Business Entities",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"General Partnership",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"LLC (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,5,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"All Business Entities",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"General Partnership",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"LLC (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,6,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"All Business Entities",1,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"General Partnership",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"LLC (CT)",1,0
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"LLC (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"LLP (CT)",NA,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"LP (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"LP (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Nonstock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Nonstock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Other",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Statutory Trust (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Statutory Trust (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Stock Corporation (CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,7,"Stock Corporation (Non-CT)",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,8,"All Business Entities",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,8,"Benefit Corp.",0,NA
"Bozrah","0901106820","New London County","09011","Southeastern CT",2017,8,"General Partnership",0,NA
